IND,Win,MIL
ATL,Loss,BOS
ORL,Loss,NY
BKN,Win,SAC
CLE,Loss,HOU
MIN,Loss,POR
SA,Win,PHI
DAL,Loss,NO
DEN,Win,UTA
LAC,Win,GS
TOR,Loss,OKC
MIA,Win,WAS
DET,Loss,CHA
PHO,Loss,MEM
LAL,Loss,DEN
WAS,Win,OKC
NY,Loss,BOS
CHI,Win,CLE
NO,Win,SA
UTA,Win,DAL
SAC,Loss,MEM
POR,Win,ORL
IND,Win,MIA
PHI,Loss,BKN
MIN,Win,ATL
HOU,Win,LAL
MIL,Win,PHO
TOR,Win,PHI
CLE,Win,ATL
CHA,Loss,UTA
BOS,Win,PHO
CHI,Loss,MIL
SA,Win,LAL
NO,Win,HOU
OKC,Win,MIN
DEN,Win,ORL
GS,Loss,MEM
LAC,Win,DAL
IND,Win,NY
SAC,Loss,DAL
